Unnamed: 0,reviews,word_count,sentiment,sentiment_label,vader_sentiment,vader_sentiment_label,tokenized_reviews
195,overall not bad staff look tired and overworked trying their best weird seats i was in 21g going and 21d going home the buttons to press for the seat recline are so stiff i had to get help on both flights to get them to work there is another button also very stiff to bring the leg rest out this is an awkward thing which doesnt come up far enough to be of any use at all for your legs but just obstructs your feet really again i had to get help to activate the very stiff buttons at one point the lady next to me was pressing the buttons for me while i tried to recline sit up or put the leg rest back we gave up and called the flight attendant who also had trouble ba please give this some maintenance food only one out of three menu choices available by the time it got to me in premium ec it was pasta and was not too bad a christmas turkey dinner was offered but why not load more if it is so popular that it is not available 10 minutes into the meal service breakfast was an unidentified soggy pastry thing in a cardboard tube it was disgusting same offered on return journey a cold pastry and fruit would be so much nicer the tea and coffee was hot at least overall i would say air canada provides a much superior premium ec service than ba i wont choose ba again,254,-0.02571428571428572,negative,0.963,positive,"['overall', 'bad', 'staff', 'look', 'tired', 'overworked', 'trying', 'best', 'weird', 'seats', 'going', 'going', 'home', 'buttons', 'press', 'seat', 'recline', 'stiff', 'get', 'help', 'flights', 'get', 'work', 'another', 'button', 'also', 'stiff', 'bring', 'leg', 'rest', 'awkward', 'thing', 'doesnt', 'come', 'far', 'enough', 'use', 'legs', 'obstructs', 'feet', 'really', 'get', 'help', 'activate', 'stiff', 'buttons', 'one', 'point', 'lady', 'next', 'pressing', 'buttons', 'tried', 'recline', 'sit', 'put', 'leg', 'rest', 'back', 'gave', 'called', 'flight', 'attendant', 'also', 'trouble', 'ba', 'please', 'give', 'maintenance', 'food', 'one', 'three', 'menu', 'choices', 'available', 'time', 'got', 'premium', 'ec', 'pasta', 'bad', 'christmas', 'turkey', 'dinner', 'offered', 'load', 'popular', 'available', 'minutes', 'meal', 'service', 'breakfast', 'unidentified', 'soggy', 'pastry', 'thing', 'cardboard', 'tube', 'disgusting', 'offered', 'return', 'journey', 'cold', 'pastry', 'fruit', 'would', 'much', 'nicer', 'tea', 'coffee', 'hot', 'least', 'overall', 'would', 'say', 'air', 'canada', 'provides', 'much', 'superior', 'premium', 'ec', 'service', 'ba', 'wont', 'choose', 'ba']"
196,this was our first flight with british airways in over 13 years and as usual i couldnt fault them as we were connecting we had little interaction with ground staff  staff in the lounge were friendly and helpful cabin crew on the flight were great  very welcoming and friendly our meals were delicious  no shortage of drinks being offered the seats were economy seats with the middle row blocked off and some recline we arrived into stockholm a little early through a snow shower which was a nice welcome back to stockholm bags checked in at jfk were delivered safely within 20 mins of arriving,105,0.2734375,positive,0.978,positive,"['first', 'flight', 'british', 'airways', 'years', 'usual', 'couldnt', 'fault', 'connecting', 'little', 'interaction', 'ground', 'staff', 'staff', 'lounge', 'friendly', 'helpful', 'cabin', 'crew', 'flight', 'great', 'welcoming', 'friendly', 'meals', 'delicious', 'shortage', 'drinks', 'offered', 'seats', 'economy', 'seats', 'middle', 'row', 'blocked', 'recline', 'arrived', 'stockholm', 'little', 'early', 'snow', 'shower', 'nice', 'welcome', 'back', 'stockholm', 'bags', 'checked', 'jfk', 'delivered', 'safely', 'within', 'mins', 'arriving']"
197,i recently encountered a highly disappointing experience with british airways specifically regarding their customer service after my initial flight leg was canceled i was rebooked with a connection at london heathrow reduced to a mere 1 hour and 30 minutes realizing the impracticality of this i promptly contacted british airways within 10 minutes to request a more reasonable layover of 34 hours shockingly the customer support representative flatly refused citing an inability to change my flight despite explaining the logistical challenges of a short layover and a terminal change requiring additional security procedures i received no assistance to add to the frustration the representative inaccurately noted on my account that i was presented with multiple options during our conversation moreover the use of military time format and the lack of initial options provided only exacerbated the communication issues both phone and email support proved equally incompetent and i was informed that customer service is outsourced to india allegedly contributing to the subpar service this experience has left me not only struggling to rebook my flight but also with a strong resolve to avoid british airways in the future the lack of assistance blameshifting and overall incompetence in customer service make it my worst experience yet i strongly advise others to steer clear of british airways and their appalling customer service,220,-0.08422619047619048,negative,-0.8855,negative,"['recently', 'encountered', 'highly', 'disappointing', 'experience', 'british', 'airways', 'specifically', 'regarding', 'customer', 'service', 'initial', 'flight', 'leg', 'canceled', 'rebooked', 'connection', 'london', 'heathrow', 'reduced', 'mere', 'hour', 'minutes', 'realizing', 'impracticality', 'promptly', 'contacted', 'british', 'airways', 'within', 'minutes', 'request', 'reasonable', 'layover', 'hours', 'shockingly', 'customer', 'support', 'representative', 'flatly', 'refused', 'citing', 'inability', 'change', 'flight', 'despite', 'explaining', 'logistical', 'challenges', 'short', 'layover', 'terminal', 'change', 'requiring', 'additional', 'security', 'procedures', 'received', 'assistance', 'add', 'frustration', 'representative', 'inaccurately', 'noted', 'account', 'presented', 'multiple', 'options', 'conversation', 'moreover', 'use', 'military', 'time', 'format', 'lack', 'initial', 'options', 'provided', 'exacerbated', 'communication', 'issues', 'phone', 'email', 'support', 'proved', 'equally', 'incompetent', 'informed', 'customer', 'service', 'outsourced', 'india', 'allegedly', 'contributing', 'subpar', 'service', 'experience', 'left', 'struggling', 'rebook', 'flight', 'also', 'strong', 'resolve', 'avoid', 'british', 'airways', 'future', 'lack', 'assistance', 'blameshifting', 'overall', 'incompetence', 'customer', 'service', 'make', 'worst', 'experience', 'yet', 'strongly', 'advise', 'others', 'steer', 'clear', 'british', 'airways', 'appalling', 'customer', 'service']"
198,beware ba dont provide any refund due to a very serious medical reason my father was diagnosed with a severe heart defect a couple of weeks before his flight date and ba refused to give any refund as this was not a good enough reason we sent them a medical note from his doctor saying he is unfit to travel due to potential heart failure and needs to have heart surgery as soon as possible and the operator totally dismissed it they said only thing they can do is change the travel date within a year heart surgery recovery takes months and its highly unlikely that he will be able to travel within the year meaning he would lose his ticket and money they said they cant do anything to help not even change the name on the ticket so someone else can use the tickets the most ridiculous thing ive heard,152,-0.07395833333333332,negative,-0.9359,negative,"['beware', 'ba', 'dont', 'provide', 'refund', 'due', 'serious', 'medical', 'reason', 'father', 'diagnosed', 'severe', 'heart', 'defect', 'couple', 'weeks', 'flight', 'date', 'ba', 'refused', 'give', 'refund', 'good', 'enough', 'reason', 'sent', 'medical', 'note', 'doctor', 'saying', 'unfit', 'travel', 'due', 'potential', 'heart', 'failure', 'needs', 'heart', 'surgery', 'soon', 'possible', 'operator', 'totally', 'dismissed', 'said', 'thing', 'change', 'travel', 'date', 'within', 'year', 'heart', 'surgery', 'recovery', 'takes', 'months', 'highly', 'unlikely', 'able', 'travel', 'within', 'year', 'meaning', 'would', 'lose', 'ticket', 'money', 'said', 'cant', 'anything', 'help', 'even', 'change', 'name', 'ticket', 'someone', 'else', 'use', 'tickets', 'ridiculous', 'thing', 'ive', 'heard']"
199,check in was chaotic and badly organised even though there were two desks one for premium and one economy there ended up being just one queue in front of the premium check in even though most passengers in it were economy that meant that those travelling in club or with higher status had no separate queue to join whilst i was waiting in line another passenger went up to query and we ended up forming a new line in front of the economy check in desk for premium passengers unnecessarily badly organised the staff in charge should be retrained security at the airport was very quick and through to the lounge this is a generic airport lounge for all airlines and it is actually quite good overall nice layout and seating options reasonable food and drink options and an outdoor terrace which is really nice boarding was very well organised although quite slow to get everyone on board but the flight was probably only half full and we still departed early so i think they felt no rush and it actually made the boarding experience nicer and more relaxed on board the club europe seats are fine by european business standards although as previously commented are really not very good overall the meal service was disappointing as is normal ba do not stock enough of the proper meal option  when the options are so limited and varied in quality ba really should stock enough for everyone to have the good meal sadly they had run out by the time they got to me so i had the option of vegetarian sausage or a salad i wanted a hot meal so went for the sausage and i can honestly say it was one of the most disgusting onboard meals ive ever had in any cabin class rolling some mush similar consistency to mashed potato into a sausage shape does not make it a sausage ba you need to improve the meal options make the vegetarian meal something you specifically have to request in advance and offer all passengers a choice of two decent meals  then people will not be left with such a substandard alternative when their first choice runs out whilst i hadnt planned on using it the on board wifi was not functioning so was not available to use overall though the flight was fairly comfortable and the cabin crew were very friendly and efficient i used avios to pay for the flight so it was obviously good value for money for me,424,0.09246466118915099,positive,0.9856,positive,"['check', 'chaotic', 'badly', 'organised', 'even', 'though', 'two', 'desks', 'one', 'premium', 'one', 'economy', 'ended', 'one', 'queue', 'front', 'premium', 'check', 'even', 'though', 'passengers', 'economy', 'meant', 'travelling', 'club', 'higher', 'status', 'separate', 'queue', 'join', 'whilst', 'waiting', 'line', 'another', 'passenger', 'went', 'query', 'ended', 'forming', 'new', 'line', 'front', 'economy', 'check', 'desk', 'premium', 'passengers', 'unnecessarily', 'badly', 'organised', 'staff', 'charge', 'retrained', 'security', 'airport', 'quick', 'lounge', 'generic', 'airport', 'lounge', 'airlines', 'actually', 'quite', 'good', 'overall', 'nice', 'layout', 'seating', 'options', 'reasonable', 'food', 'drink', 'options', 'outdoor', 'terrace', 'really', 'nice', 'boarding', 'well', 'organised', 'although', 'quite', 'slow', 'get', 'everyone', 'board', 'flight', 'probably', 'half', 'full', 'still', 'departed', 'early', 'think', 'felt', 'rush', 'actually', 'made', 'boarding', 'experience', 'nicer', 'relaxed', 'board', 'club', 'europe', 'seats', 'fine', 'european', 'business', 'standards', 'although', 'previously', 'commented', 'really', 'good', 'overall', 'meal', 'service', 'disappointing', 'normal', 'ba', 'stock', 'enough', 'proper', 'meal', 'option', 'options', 'limited', 'varied', 'quality', 'ba', 'really', 'stock', 'enough', 'everyone', 'good', 'meal', 'sadly', 'run', 'time', 'got', 'option', 'vegetarian', 'sausage', 'salad', 'wanted', 'hot', 'meal', 'went', 'sausage', 'honestly', 'say', 'one', 'disgusting', 'onboard', 'meals', 'ive', 'ever', 'cabin', 'class', 'rolling', 'mush', 'similar', 'consistency', 'mashed', 'potato', 'sausage', 'shape', 'make', 'sausage', 'ba', 'need', 'improve', 'meal', 'options', 'make', 'vegetarian', 'meal', 'something', 'specifically', 'request', 'advance', 'offer', 'passengers', 'choice', 'two', 'decent', 'meals', 'people', 'left', 'substandard', 'alternative', 'first', 'choice', 'runs', 'whilst', 'hadnt', 'planned', 'using', 'board', 'wifi', 'functioning', 'available', 'use', 'overall', 'though', 'flight', 'fairly', 'comfortable', 'cabin', 'crew', 'friendly', 'efficient', 'used', 'avios', 'pay', 'flight', 'obviously', 'good', 'value', 'money']"
200,all 4 of our flights were fine in terms of comfort punctuality and service i feel safe with ba and that is my main reason for booking with them even though i could travel with other airlines more directly on our return flight atllhr we skipped the evening meal preferring to sleep and were looking forward to a hearty breakfast prior to arrival at lhr sadly we were seriously disappointed to serve a chicken sausage in a wrap for a business class breakfast is just unacceptable does ba actually pay experts to design these breakfasts low point on an otherwise good trip,102,0.031410256410256424,positive,-0.4588,negative,"['flights', 'fine', 'terms', 'comfort', 'punctuality', 'service', 'feel', 'safe', 'ba', 'main', 'reason', 'booking', 'even', 'though', 'could', 'travel', 'airlines', 'directly', 'return', 'flight', 'atllhr', 'skipped', 'evening', 'meal', 'preferring', 'sleep', 'looking', 'forward', 'hearty', 'breakfast', 'prior', 'arrival', 'lhr', 'sadly', 'seriously', 'disappointed', 'serve', 'chicken', 'sausage', 'wrap', 'business', 'class', 'breakfast', 'unacceptable', 'ba', 'actually', 'pay', 'experts', 'design', 'breakfasts', 'low', 'point', 'otherwise', 'good', 'trip']"
201,c i had hoped this would be a good review but unfortunately it wont be i flew business class from lhr to pdx on the ba nonstop it was a 7878 series aircraft the flight attendant specifically mentioned it was eight years old as he recalled flying it when it was brand new the business class seats were abysmal my seat was at the window facing backwards with the divider down which had to be in that position for boarding taxi takeoff and landing i was literally just a few feet away from the person in the aisle seat who was facing forward we both couldnt help but stare at one another it couldnt be avoided it was horrible the service wasnt all that good either the flight attendant did a predinner drink when she came back to ask for my choice for dinner she said none of my selection were left i was a little upset as nothing else appealed to me she then came back later and said the other part of the aircraft had more of the meal selection i wanted im not sure why they didnt coordinate that to begin with i was not offered any wine or other drink with with dinner the meal was put down in front of me and the flight attendant never came back other than to clear the tray overall this flight was not very good i flew over on american and back on ba and paid 6000 roundtrip id fly american again my preferred carrier is united or lufthansa ill never fly ba again,265,-0.011139945124320122,negative,0.0679,positive,"['c', 'hoped', 'would', 'good', 'review', 'unfortunately', 'wont', 'flew', 'business', 'class', 'lhr', 'pdx', 'ba', 'nonstop', 'series', 'aircraft', 'flight', 'attendant', 'specifically', 'mentioned', 'eight', 'years', 'old', 'recalled', 'flying', 'brand', 'new', 'business', 'class', 'seats', 'abysmal', 'seat', 'window', 'facing', 'backwards', 'divider', 'position', 'boarding', 'taxi', 'takeoff', 'landing', 'literally', 'feet', 'away', 'person', 'aisle', 'seat', 'facing', 'forward', 'couldnt', 'help', 'stare', 'one', 'another', 'couldnt', 'avoided', 'horrible', 'service', 'wasnt', 'good', 'either', 'flight', 'attendant', 'predinner', 'drink', 'came', 'back', 'ask', 'choice', 'dinner', 'said', 'none', 'selection', 'left', 'little', 'upset', 'nothing', 'else', 'appealed', 'came', 'back', 'later', 'said', 'part', 'aircraft', 'meal', 'selection', 'wanted', 'im', 'sure', 'didnt', 'coordinate', 'begin', 'offered', 'wine', 'drink', 'dinner', 'meal', 'put', 'front', 'flight', 'attendant', 'never', 'came', 'back', 'clear', 'tray', 'overall', 'flight', 'good', 'flew', 'american', 'back', 'ba', 'paid', 'roundtrip', 'id', 'fly', 'american', 'preferred', 'carrier', 'united', 'lufthansa', 'ill', 'never', 'fly', 'ba']"
202,i was going to fly to frankfurt from glasgow over london but the flight from london to frankfurt was cancelled this meant i had to stay overnight in london where i have no accommodation etc as i was rebooked to a flight from london city airport which was more than 2h by train i had to get an uber and then take a hotel for 250 in total london prices i was reassured over the phone that i would get all the money back my flight from london city airport was then cancelled again and rebooked to london heathrow but two days later i then cancelled that flight and rebooked a new one with lufthansa as i urgently had to get to work and needed the money i never received the money back for the hotel compensation for cancelled flight 1 compensation for cancelled flight 2 the extra food i had to pay for the uber or the actual cost of the flight i was first transferred 3 by british airways they stopped replying to me and told me the issue was weather conditions although other nonba flights were going i lost over 700 in total and never got compensated for the loss of a work day either it just really feels like they dont care about people worst serviceairline ever,221,0.050757575757575765,positive,-0.9751,negative,"['going', 'fly', 'frankfurt', 'glasgow', 'london', 'flight', 'london', 'frankfurt', 'cancelled', 'meant', 'stay', 'overnight', 'london', 'accommodation', 'etc', 'rebooked', 'flight', 'london', 'city', 'airport', 'train', 'get', 'uber', 'take', 'hotel', 'total', 'london', 'prices', 'reassured', 'phone', 'would', 'get', 'money', 'back', 'flight', 'london', 'city', 'airport', 'cancelled', 'rebooked', 'london', 'heathrow', 'two', 'days', 'later', 'cancelled', 'flight', 'rebooked', 'new', 'one', 'lufthansa', 'urgently', 'get', 'work', 'needed', 'money', 'never', 'received', 'money', 'back', 'hotel', 'compensation', 'cancelled', 'flight', 'compensation', 'cancelled', 'flight', 'extra', 'food', 'pay', 'uber', 'actual', 'cost', 'flight', 'first', 'transferred', 'british', 'airways', 'stopped', 'replying', 'told', 'issue', 'weather', 'conditions', 'although', 'nonba', 'flights', 'going', 'lost', 'total', 'never', 'got', 'compensated', 'loss', 'work', 'day', 'either', 'really', 'feels', 'like', 'dont', 'care', 'people', 'worst', 'serviceairline', 'ever']"
203,much better experience this time around flew cpt to lhr on a new a350 checkin was efficient i used the bidvest lounge at cpt as it is better than bas lounge boarding was speedy the new business class club suites are very good slightly irritating to be directed to the wrong seat 1a instead of 1k which meant that after settling in the passenger in 1a showed up we arranged a seat switch second time in a row it has happened why cant ba staff memorise which side of the plane is which and get it right captains announcement was short and on point welcome drink was served at the correct temperature ie cold first time ever for me  previously ba has always served the welcome champagne warm ife system was good  everything worked as it should felt slightly cheap that business class passengers have to pay for wifi i did not bother cocktail was good the nuts came on a cheap plastic tray which was naff  other airlines bring out something classier a female flight attendant came to take my order and i asked for rooibas panacotta and the chicken breast she repeated back to me so you want a p and a c it was such a bizarre thing to say that i misheard i thought she said so you want beef and sea confusion reigned until she explained to me she had a checklist of passenger orders and they abbreviate to first letters so she was saying p for panacotta and c for chicken but how bizarre to repeat back an order to a passenger in code why not just say so to confirm panacotta to start and chicken as your main dish like every other restaurant  airline does in the world the internal coding of food ordering is exactly that  internal she even looked irritated at me that i did not understand her jargon first time the food when it came was excellent much much better than recent flights i read somewhere that ba changed caterer if so it shows the panacotta was superb as was the chicken  good restaurant quality the wine was ok to good but definitely not good to excellent i feel that while the food has got better in ba business class the wines have got worse certainly compared to air france which i have also flown recently the wine was brought out on time not afer i finished eating as it was lass time i flew ba business cheese was also good and not teeth crackingly cold as last time i had a good nights sleep plenty of snacks out if you wanted them and they did not run out breakfast was excellent and the coffee was hot previously it has been lukewarm so all in all a vastly improved service offering the staff seemed rushed off their feet  it would not hurt to have an extra flight attendant to look after so many business class seats overall summary vastly improved passenger proposition it would be 1010 but i deduct a point for showing me to the wrong seat and another point for the bizarre interaction with the female flight attendant who repeated my food order back to me using internal jargon codes,542,0.17980367050789586,positive,0.997,positive,"['much', 'better', 'experience', 'time', 'around', 'flew', 'cpt', 'lhr', 'new', 'checkin', 'efficient', 'used', 'bidvest', 'lounge', 'cpt', 'better', 'bas', 'lounge', 'boarding', 'speedy', 'new', 'business', 'class', 'club', 'suites', 'good', 'slightly', 'irritating', 'directed', 'wrong', 'seat', 'instead', 'meant', 'settling', 'passenger', 'showed', 'arranged', 'seat', 'switch', 'second', 'time', 'row', 'happened', 'cant', 'ba', 'staff', 'memorise', 'side', 'plane', 'get', 'right', 'captains', 'announcement', 'short', 'point', 'welcome', 'drink', 'served', 'correct', 'temperature', 'ie', 'cold', 'first', 'time', 'ever', 'previously', 'ba', 'always', 'served', 'welcome', 'champagne', 'warm', 'ife', 'system', 'good', 'everything', 'worked', 'felt', 'slightly', 'cheap', 'business', 'class', 'passengers', 'pay', 'wifi', 'bother', 'cocktail', 'good', 'nuts', 'came', 'cheap', 'plastic', 'tray', 'naff', 'airlines', 'bring', 'something', 'classier', 'female', 'flight', 'attendant', 'came', 'take', 'order', 'asked', 'rooibas', 'panacotta', 'chicken', 'breast', 'repeated', 'back', 'want', 'p', 'c', 'bizarre', 'thing', 'say', 'misheard', 'thought', 'said', 'want', 'beef', 'sea', 'confusion', 'reigned', 'explained', 'checklist', 'passenger', 'orders', 'abbreviate', 'first', 'letters', 'saying', 'p', 'panacotta', 'c', 'chicken', 'bizarre', 'repeat', 'back', 'order', 'passenger', 'code', 'say', 'confirm', 'panacotta', 'start', 'chicken', 'main', 'dish', 'like', 'every', 'restaurant', 'airline', 'world', 'internal', 'coding', 'food', 'ordering', 'exactly', 'internal', 'even', 'looked', 'irritated', 'understand', 'jargon', 'first', 'time', 'food', 'came', 'excellent', 'much', 'much', 'better', 'recent', 'flights', 'read', 'somewhere', 'ba', 'changed', 'caterer', 'shows', 'panacotta', 'superb', 'chicken', 'good', 'restaurant', 'quality', 'wine', 'ok', 'good', 'definitely', 'good', 'excellent', 'feel', 'food', 'got', 'better', 'ba', 'business', 'class', 'wines', 'got', 'worse', 'certainly', 'compared', 'air', 'france', 'also', 'flown', 'recently', 'wine', 'brought', 'time', 'afer', 'finished', 'eating', 'lass', 'time', 'flew', 'ba', 'business', 'cheese', 'also', 'good', 'teeth', 'crackingly', 'cold', 'last', 'time', 'good', 'nights', 'sleep', 'plenty', 'snacks', 'wanted', 'run', 'breakfast', 'excellent', 'coffee', 'hot', 'previously', 'lukewarm', 'vastly', 'improved', 'service', 'offering', 'staff', 'seemed', 'rushed', 'feet', 'would', 'hurt', 'extra', 'flight', 'attendant', 'look', 'many', 'business', 'class', 'seats', 'overall', 'summary', 'vastly', 'improved', 'passenger', 'proposition', 'would', 'deduct', 'point', 'showing', 'wrong', 'seat', 'another', 'point', 'bizarre', 'interaction', 'female', 'flight', 'attendant', 'repeated', 'food', 'order', 'back', 'using', 'internal', 'jargon', 'codes']"
204,once again a terrible business class experience with ba the flight was delayed by 45 hours the plane was very old with problems with at least 4 of the seats in business class not cleaned properly prior to departure food was terrible as always with ba and only one choice available from advertised menu as a result of the delay we missed our connecting flight from heathrow and instead of putting us on the next connection they chose the second last flight of the day  which was also delayed by over an hour meaning we had an additional 4 hour delay whilst at heathrow at no point were we advised about our compensation rights despite asking at check in and connections or provided any vouchers during the delays having flown etihad qatar and virgin business class equivalents over the last year it is clear to see how big the gulf now is between ba and its rivals,157,-0.12846153846153846,negative,-0.9465,negative,"['terrible', 'business', 'class', 'experience', 'ba', 'flight', 'delayed', 'hours', 'plane', 'old', 'problems', 'least', 'seats', 'business', 'class', 'cleaned', 'properly', 'prior', 'departure', 'food', 'terrible', 'always', 'ba', 'one', 'choice', 'available', 'advertised', 'menu', 'result', 'delay', 'missed', 'connecting', 'flight', 'heathrow', 'instead', 'putting', 'us', 'next', 'connection', 'chose', 'second', 'last', 'flight', 'day', 'also', 'delayed', 'hour', 'meaning', 'additional', 'hour', 'delay', 'whilst', 'heathrow', 'point', 'advised', 'compensation', 'rights', 'despite', 'asking', 'check', 'connections', 'provided', 'vouchers', 'delays', 'flown', 'etihad', 'qatar', 'virgin', 'business', 'class', 'equivalents', 'last', 'year', 'clear', 'see', 'big', 'gulf', 'ba', 'rivals']"
205,ba a380s are showing their age hopefully they will update the interiors soon because it was a let down especially when the flight lasts 11 hours cabin crew were good and helpful dinner was ok but the breakfast was grim on board entertainment was not the latest and seat back usb points didnt work the only upside of ba is that it is only 1 of 2 airlines who fly this route directly and their pricing reflects this if youre prepared to lay over then there are better airlines out there,91,0.16203703703703703,positive,0.8462,positive,"['ba', 'showing', 'age', 'hopefully', 'update', 'interiors', 'soon', 'let', 'especially', 'flight', 'lasts', 'hours', 'cabin', 'crew', 'good', 'helpful', 'dinner', 'ok', 'breakfast', 'grim', 'board', 'entertainment', 'latest', 'seat', 'back', 'usb', 'points', 'didnt', 'work', 'upside', 'ba', 'airlines', 'fly', 'route', 'directly', 'pricing', 'reflects', 'youre', 'prepared', 'lay', 'better', 'airlines']"
206, trip verified    credit to ba  flew to singapore recently and also back from doha to london and both experiences were great service was fantastic as was the quality of the food entertainment and was left feeling ba have got it together after a few previous below average experiences you definitely notice the difference with the staff on ba  far more approachable and outgoing compared to the cold and corporate middle eastern airline crews nice one ba for 2 great flights,80,0.13020833333333337,positive,0.9768,positive,"['trip', 'verified', 'credit', 'ba', 'flew', 'singapore', 'recently', 'also', 'back', 'doha', 'london', 'experiences', 'great', 'service', 'fantastic', 'quality', 'food', 'entertainment', 'left', 'feeling', 'ba', 'got', 'together', 'previous', 'average', 'experiences', 'definitely', 'notice', 'difference', 'staff', 'ba', 'far', 'approachable', 'outgoing', 'compared', 'cold', 'corporate', 'middle', 'eastern', 'airline', 'crews', 'nice', 'one', 'ba', 'great', 'flights']"
207, trip verified    the check in area for premium classes at gatwick is very nice and there was no queue when i arrived so i was able to drop my bag very quickly premium security at gatwick is fine the flight was delayed due to nats issues but the member of staff on arriving at the lounge let me know of this the lounge is nicevand it very comfortable there was an excellent range of food and drinks all the drinks you would expect food wise there were sandwiches soup pasta salads fruit spanish stew as well as turkey and ham pies with mashed potato roasted parsnips and carrots and gravy it was all really good and particularly nice to see so many options boarding was pretty slow although the gate crew did a good job to keep it well organised and allow priority passengers to board first as has been well documented the onboard experience in terms of seat on ba europe business is pretty poor but in line with other european carriers sadly that being said the seat is well padded and comfortable and the adjustable headrest is quite good the on board catering was of excellent quality i was lucky to get my preferred option of the roast turkey but several people sat near me werent as lucky i do understand that meal options may run out but when the meal options are roast turkey with all the trimmings vegetarian cottage pie or a chicken salad you really should be stocking enough for every passenger to get the proper meal  or failing that allow an order in advance service where you then only stock the meals that people want to eat whilst i fully support the desire to minimise waste both food and cost people really should really be able to get the ideal meal option unfortunately one of the people affected reacted very badly to this and took it out on the cabin crew which is unacceptable they also lost a bit of perspective about just how serious a situation it actually was the cabin crew were  very nice friendly and professional if a little slow but not to the point of detracting from the positive experience i had the ground service at gran canaria was pretty poor priority bags clearly meant nothing 95 of bags coming out were not priority mine came out about halfway through bag delivery and demonstrates poor delivery of service and not  fulfilling on the service they promise to their customers overall though it was a very nice flight and having paid for it using avios and 1 i cannot complain at all,441,0.18109634076615203,positive,0.9977,positive,"['trip', 'verified', 'check', 'area', 'premium', 'classes', 'gatwick', 'nice', 'queue', 'arrived', 'able', 'drop', 'bag', 'quickly', 'premium', 'security', 'gatwick', 'fine', 'flight', 'delayed', 'due', 'nats', 'issues', 'member', 'staff', 'arriving', 'lounge', 'let', 'know', 'lounge', 'nicevand', 'comfortable', 'excellent', 'range', 'food', 'drinks', 'drinks', 'would', 'expect', 'food', 'wise', 'sandwiches', 'soup', 'pasta', 'salads', 'fruit', 'spanish', 'stew', 'well', 'turkey', 'ham', 'pies', 'mashed', 'potato', 'roasted', 'parsnips', 'carrots', 'gravy', 'really', 'good', 'particularly', 'nice', 'see', 'many', 'options', 'boarding', 'pretty', 'slow', 'although', 'gate', 'crew', 'good', 'job', 'keep', 'well', 'organised', 'allow', 'priority', 'passengers', 'board', 'first', 'well', 'documented', 'onboard', 'experience', 'terms', 'seat', 'ba', 'europe', 'business', 'pretty', 'poor', 'line', 'european', 'carriers', 'sadly', 'said', 'seat', 'well', 'padded', 'comfortable', 'adjustable', 'headrest', 'quite', 'good', 'board', 'catering', 'excellent', 'quality', 'lucky', 'get', 'preferred', 'option', 'roast', 'turkey', 'several', 'people', 'sat', 'near', 'werent', 'lucky', 'understand', 'meal', 'options', 'may', 'run', 'meal', 'options', 'roast', 'turkey', 'trimmings', 'vegetarian', 'cottage', 'pie', 'chicken', 'salad', 'really', 'stocking', 'enough', 'every', 'passenger', 'get', 'proper', 'meal', 'failing', 'allow', 'order', 'advance', 'service', 'stock', 'meals', 'people', 'want', 'eat', 'whilst', 'fully', 'support', 'desire', 'minimise', 'waste', 'food', 'cost', 'people', 'really', 'really', 'able', 'get', 'ideal', 'meal', 'option', 'unfortunately', 'one', 'people', 'affected', 'reacted', 'badly', 'took', 'cabin', 'crew', 'unacceptable', 'also', 'lost', 'bit', 'perspective', 'serious', 'situation', 'actually', 'cabin', 'crew', 'nice', 'friendly', 'professional', 'little', 'slow', 'point', 'detracting', 'positive', 'experience', 'ground', 'service', 'gran', 'canaria', 'pretty', 'poor', 'priority', 'bags', 'clearly', 'meant', 'nothing', 'bags', 'coming', 'priority', 'mine', 'came', 'halfway', 'bag', 'delivery', 'demonstrates', 'poor', 'delivery', 'service', 'fulfilling', 'service', 'promise', 'customers', 'overall', 'though', 'nice', 'flight', 'paid', 'using', 'avios', 'complain']"
208,the flight took off a little late due to heathrow congestion but still landed on schedule boarding was smooth and the onboard service was efficient a small snack was served for free with a bottle of water additional items were available for purchase the cabin and toilets were very clean overall an unremarkable flight but in a good way,59,0.15141666666666667,positive,0.9516,positive,"['flight', 'took', 'little', 'late', 'due', 'heathrow', 'congestion', 'still', 'landed', 'schedule', 'boarding', 'smooth', 'onboard', 'service', 'efficient', 'small', 'snack', 'served', 'free', 'bottle', 'water', 'additional', 'items', 'available', 'purchase', 'cabin', 'toilets', 'clean', 'overall', 'unremarkable', 'flight', 'good', 'way']"
209,ba is great in the air but they sell you connections thru london heathrow terminal 5 their private baonly terminal which you are practically not able to make 90 minutes stopover time european flight inbound transatlantic flight outbound you arrive at the terminal gate on time and book security endless line slow process your boarding starts and you are nowhere near the x ray and then it is a train ride withing the same terminal but different distant buildings almost impossible to make lots of stress,86,-0.04924242424242424,negative,0.2382,positive,"['ba', 'great', 'air', 'sell', 'connections', 'thru', 'london', 'heathrow', 'terminal', 'private', 'baonly', 'terminal', 'practically', 'able', 'make', 'minutes', 'stopover', 'time', 'european', 'flight', 'inbound', 'transatlantic', 'flight', 'outbound', 'arrive', 'terminal', 'gate', 'time', 'book', 'security', 'endless', 'line', 'slow', 'process', 'boarding', 'starts', 'nowhere', 'near', 'x', 'ray', 'train', 'ride', 'withing', 'terminal', 'different', 'distant', 'buildings', 'almost', 'impossible', 'make', 'lots', 'stress']"
